File............: cv_6_4cycles - JUL,08.2025
System..........: 
Temperature.....: -0.1+-0.0C
Time............: 14:14:48-13:55:54
Slewrate........: 50mV/s
Comment.........: 
                   
                   
                   
                   
Electr.area/sqcm: 
Reference.......: -0.0800244,  0.3194589 PO/PF -2,-2004
Lines:   324
Columns: 3
Number     Time/s     Potential/V    Current/A 
60        1.404e+01     -0.065808    3.2471e-07
61        1.428e+01     -0.053789    3.7951e-07
62        1.452e+01     -0.041809    3.5600e-07
63        1.476e+01     -0.029789    3.6575e-07
64        1.500e+01     -0.017810    3.8401e-07
65        1.524e+01     -0.005790    3.6817e-07
66        1.548e+01      0.006190    2.9974e-07
67        1.572e+01      0.018209    3.0000e-07
68        1.596e+01      0.030229    2.9072e-07
69        1.620e+01      0.042248    2.8910e-07
70        1.644e+01      0.054228    3.2303e-07
71        1.668e+01      0.066248    3.2052e-07
72        1.692e+01      0.078228    2.9626e-07
73        1.716e+01      0.090247    3.0249e-07
74        1.740e+01      0.102227    3.1952e-07
75        1.764e+01      0.114247    3.3216e-07
76        1.788e+01      0.126226    3.0759e-07
77        1.812e+01      0.138246    3.5262e-07
78        1.836e+01      0.150226    2.8088e-07
79        1.860e+01      0.162245    2.8403e-07
80        1.884e+01      0.174265    2.8060e-07
81        1.908e+01      0.186285    3.0812e-07
82        1.932e+01      0.198264    3.0450e-07
83        1.956e+01      0.210284    2.5652e-07
84        1.980e+01      0.222264    2.2113e-07
85        2.004e+01      0.234283    2.8586e-07
86        2.028e+01      0.246263    1.8666e-07
87        2.052e+01      0.258283    2.5243e-07
88        2.076e+01      0.270262    2.5603e-07
89        2.100e+01      0.282282    2.4062e-07
90        2.124e+01      0.294262    3.1896e-07
91        2.148e+01      0.306281    2.9734e-07
92        2.172e+01      0.318301    2.5460e-07
93        2.196e+01      0.330321    2.4617e-07
94        2.220e+01      0.342300    2.6884e-07
95        2.244e+01      0.354320    2.3514e-07
96        2.268e+01      0.366300    2.6110e-07
97        2.292e+01      0.378319    2.6955e-07
98        2.316e+01      0.390299    2.8859e-07
99        2.340e+01      0.402319    2.3191e-07
100       2.364e+01      0.414298    2.3835e-07
101       2.388e+01      0.426318    3.1178e-07
102       2.412e+01      0.438338    3.0159e-07
103       2.436e+01      0.450317    3.1203e-07
104       2.460e+01      0.462337    2.4107e-07
105       2.484e+01      0.474357    2.8091e-07
106       2.508e+01      0.486336    3.1969e-07
107       2.532e+01      0.498356    2.9055e-07
108       2.556e+01      0.510336    2.7839e-07
109       2.580e+01      0.517004    2.9798e-07
110       2.604e+01      0.506302    2.7101e-07
111       2.628e+01      0.494283    2.7705e-07
112       2.652e+01      0.482263    3.0770e-07
113       2.676e+01      0.470283    2.6643e-07
114       2.700e+01      0.458264    2.5725e-07
115       2.724e+01      0.446244    2.3298e-07
116       2.748e+01      0.434264    2.6638e-07
117       2.772e+01      0.422245    2.5961e-07
118       2.796e+01      0.410265    2.1307e-07
119       2.820e+01      0.398246    2.2544e-07
120       2.844e+01      0.386266    2.2218e-07
121       2.868e+01      0.374246    2.8029e-07
122       2.892e+01      0.362266    2.4715e-07
123       2.916e+01      0.350247    2.4367e-07
124       2.940e+01      0.338227    2.3012e-07
125       2.964e+01      0.326247    2.4591e-07
126       2.988e+01      0.314228    3.0273e-07
127       3.012e+01      0.302208    2.5714e-07
128       3.036e+01      0.290228    2.7380e-07
129       3.060e+01      0.278209    2.4319e-07
130       3.084e+01      0.266229    1.9429e-07
131       3.108e+01      0.254209    1.9639e-07
132       3.132e+01      0.242230    1.5378e-07
133       3.156e+01      0.230210    1.9874e-07
134       3.180e+01      0.218230    2.0187e-07
135       3.204e+01      0.206211    1.8270e-07
136       3.228e+01      0.194191    2.2305e-07
137       3.252e+01      0.182171    1.6570e-07
138       3.276e+01      0.170192    1.7276e-07
139       3.300e+01      0.158172    2.1316e-07
140       3.324e+01      0.146192    1.7920e-07
141       3.348e+01      0.134173    1.0311e-07
142       3.372e+01      0.122193    1.3652e-07
143       3.396e+01      0.110173    1.7038e-07
144       3.420e+01      0.098194    1.6426e-07
145       3.444e+01      0.086174    1.6200e-07
146       3.468e+01      0.074194    1.6013e-07
147       3.492e+01      0.062175    1.5301e-07
148       3.516e+01      0.050155    1.4855e-07
149       3.540e+01      0.038135    1.6474e-07
150       3.564e+01      0.026156    1.5284e-07
151       3.588e+01      0.014136    1.4001e-07
152       3.612e+01      0.002156    1.1105e-07
153       3.636e+01     -0.009863    2.2718e-07
154       3.660e+01     -0.021843    1.5530e-07
155       3.684e+01     -0.033863    1.5437e-07
156       3.708e+01     -0.045842    1.7553e-07
157       3.732e+01     -0.057862    1.5176e-07
158       3.756e+01     -0.069842    1.3331e-07
159       3.780e+01     -0.081861    1.0800e-07
160       3.804e+01     -0.093881    1.5987e-07
161       3.828e+01     -0.105901    1.4135e-07
162       3.852e+01     -0.117880    1.3208e-07
163       3.876e+01     -0.129900    1.1854e-07
164       3.900e+01     -0.141880    1.1521e-07
165       3.924e+01     -0.153899    1.2930e-07
166       3.948e+01     -0.165879    1.6666e-07
167       3.972e+01     -0.177899    1.2017e-07
168       3.996e+01     -0.189878    1.8588e-07
169       4.020e+01     -0.201898    1.8889e-07
170       4.044e+01     -0.213918    1.7994e-07
171       4.068e+01     -0.225897    2.0523e-07
172       4.092e+01     -0.237917    1.7221e-07
173       4.116e+01     -0.249937    1.2142e-07
174       4.140e+01     -0.261916    1.3343e-07
175       4.164e+01     -0.273936    1.7620e-07
176       4.188e+01     -0.285916    1.2968e-07
177       4.212e+01     -0.297935    1.5915e-07
178       4.236e+01     -0.309915    1.6226e-07
179       4.260e+01     -0.321935    1.5812e-07
180       4.284e+01     -0.333914    1.8466e-07
181       4.308e+01     -0.345934    1.8239e-07
182       4.332e+01     -0.357954    1.5572e-07
183       4.356e+01     -0.369933    1.5703e-07
184       4.380e+01     -0.381953    1.5352e-07
185       4.404e+01     -0.393973    1.9959e-07
186       4.428e+01     -0.405952    1.7357e-07
187       4.452e+01     -0.417972    1.7953e-07
188       4.476e+01     -0.429952    1.6345e-07
189       4.500e+01     -0.441971    1.8932e-07
190       4.524e+01     -0.453951    2.1078e-07
191       4.548e+01     -0.465971    1.8864e-07
192       4.572e+01     -0.477950    1.8504e-07
193       4.596e+01     -0.489970    1.8419e-07
194       4.620e+01     -0.501990    2.0882e-07
195       4.644e+01     -0.514009    1.7828e-07
196       4.668e+01     -0.525989    1.9639e-07
197       4.692e+01     -0.538009    1.8825e-07
198       4.716e+01     -0.549988    1.8931e-07
199       4.740e+01     -0.562008    1.5369e-07
200       4.764e+01     -0.573988    1.4366e-07
201       4.788e+01     -0.586007    1.0163e-07
202       4.812e+01     -0.597987    1.6528e-07
203       4.836e+01     -0.610007    1.0992e-07
204       4.860e+01     -0.621986    1.4242e-07
205       4.884e+01     -0.634006    1.1170e-07
206       4.908e+01     -0.646026    1.0939e-07
207       4.932e+01     -0.658045    1.4124e-07
208       4.956e+01     -0.670025    1.8585e-07
209       4.980e+01     -0.676654    2.2643e-07
210       5.004e+01     -0.665952    2.1378e-07
211       5.028e+01     -0.653932    1.2283e-07
212       5.052e+01     -0.641953    1.4467e-07
213       5.076e+01     -0.629933    1.0785e-07
214       5.100e+01     -0.617953    7.8419e-08
215       5.124e+01     -0.605934    1.2752e-07
216       5.148e+01     -0.593954    1.2336e-07
217       5.172e+01     -0.581934    1.3021e-07
218       5.196e+01     -0.569955    1.1435e-07
219       5.220e+01     -0.557935    1.3324e-07
220       5.244e+01     -0.545955    1.9626e-07
221       5.268e+01     -0.533936    1.9809e-07
222       5.292e+01     -0.521916    1.5999e-07
223       5.316e+01     -0.509896    2.4785e-07
224       5.340e+01     -0.497917    2.4093e-07
225       5.364e+01     -0.485897    1.9765e-07
226       5.388e+01     -0.473917    2.3249e-07
227       5.412e+01     -0.461898    1.8464e-07
228       5.436e+01     -0.449918    2.0770e-07
229       5.460e+01     -0.437898    2.2632e-07
230       5.484e+01     -0.425919    2.2668e-07
231       5.508e+01     -0.413899    2.1858e-07
232       5.532e+01     -0.401879    2.3231e-07
233       5.556e+01     -0.389900    2.2011e-07
234       5.580e+01     -0.377880    2.5999e-07
235       5.604e+01     -0.365860    2.6585e-07
236       5.628e+01     -0.353881    2.9883e-07
237       5.652e+01     -0.341861    2.5021e-07
238       5.676e+01     -0.329881    2.5656e-07
239       5.700e+01     -0.317862    1.8604e-07
240       5.724e+01     -0.305882    2.2740e-07
241       5.748e+01     -0.293862    2.5728e-07
242       5.772e+01     -0.281882    2.3054e-07
243       5.796e+01     -0.269863    1.9882e-07
244       5.820e+01     -0.257843    2.3487e-07
245       5.844e+01     -0.245864    2.6464e-07
246       5.868e+01     -0.233844    2.1730e-07
247       5.892e+01     -0.221824    2.4699e-07
248       5.916e+01     -0.209845    2.7380e-07
249       5.940e+01     -0.197825    3.2351e-07
250       5.964e+01     -0.185845    2.5425e-07
251       5.988e+01     -0.173826    2.9179e-07
252       6.012e+01     -0.161846    2.0588e-07
253       6.036e+01     -0.149826    2.2583e-07
254       6.060e+01     -0.137846    2.1479e-07
255       6.084e+01     -0.125827    2.1819e-07
256       6.108e+01     -0.113807    2.7355e-07
257       6.132e+01     -0.101788    3.0186e-07
258       6.156e+01     -0.089808    2.9490e-07
259       6.180e+01     -0.077788    3.4087e-07
260       6.204e+01     -0.065808    2.9418e-07
261       6.228e+01     -0.053789    2.8991e-07
262       6.252e+01     -0.041809    2.9515e-07
263       6.276e+01     -0.029789    2.5111e-07
264       6.300e+01     -0.017810    3.2389e-07
265       6.324e+01     -0.005790    2.9490e-07
266       6.348e+01      0.006190    1.0206e-07
267       6.372e+01      0.018209    2.0242e-07
268       6.396e+01      0.030229    1.9391e-07
269       6.420e+01      0.042248    1.9786e-07
270       6.444e+01      0.054228    2.4365e-07
271       6.468e+01      0.066248    2.2615e-07
272       6.492e+01      0.078228    2.4644e-07
273       6.516e+01      0.090247    2.5289e-07
274       6.540e+01      0.102227    2.8840e-07
275       6.564e+01      0.114247    3.1711e-07
276       6.588e+01      0.126226    3.1883e-07
277       6.612e+01      0.138246    3.1844e-07
278       6.636e+01      0.150226    2.8433e-07
279       6.660e+01      0.162245    2.7916e-07
280       6.684e+01      0.174265    2.9930e-07
281       6.708e+01      0.186285    3.0277e-07
282       6.732e+01      0.198264    2.9927e-07
283       6.756e+01      0.210284    2.9160e-07
284       6.780e+01      0.222264    3.1290e-07
285       6.804e+01      0.234283    2.8595e-07
286       6.828e+01      0.246263    3.0201e-07
287       6.852e+01      0.258283    3.1700e-07
288       6.876e+01      0.270262    3.2499e-07
289       6.900e+01      0.282282    2.9887e-07
290       6.924e+01      0.294262    3.1694e-07
291       6.948e+01      0.306281    3.0236e-07
292       6.972e+01      0.318301    3.1520e-07
293       6.996e+01      0.330321    2.9662e-07
294       7.020e+01      0.342300    2.1461e-07
295       7.044e+01      0.354320    2.2888e-07
296       7.068e+01      0.366300    1.8426e-07
297       7.092e+01      0.378319    2.7389e-07
298       7.116e+01      0.390299    3.1786e-07
299       7.140e+01      0.402319    3.0527e-07
300       7.164e+01      0.414298    2.4589e-07
301       7.188e+01      0.426318    2.7968e-07
302       7.212e+01      0.438338    3.0754e-07
303       7.236e+01      0.450317    3.6232e-07
304       7.260e+01      0.462337    3.1722e-07
305       7.284e+01      0.474357    3.1026e-07
306       7.308e+01      0.486336    3.2123e-07
307       7.332e+01      0.498356    3.0033e-07
308       7.356e+01      0.510336    3.2717e-07
309       7.380e+01      0.517004    3.2317e-07
310       7.404e+01      0.506302    3.4795e-07
311       7.428e+01      0.494283    3.3991e-07
312       7.452e+01      0.482263    3.0480e-07
313       7.476e+01      0.470283    3.5310e-07
314       7.500e+01      0.458264    3.0759e-07
315       7.524e+01      0.446244    3.1031e-07
316       7.548e+01      0.434264    3.0001e-07
317       7.572e+01      0.422245    2.2977e-07
318       7.596e+01      0.410265    2.7949e-07
319       7.620e+01      0.398246    2.9814e-07
320       7.644e+01      0.386266    2.1756e-07
321       7.668e+01      0.374246    2.1585e-07
322       7.692e+01      0.362266    2.2088e-07
323       7.716e+01      0.350247    2.4552e-07
324       7.740e+01      0.338227    2.0007e-07

